cdr_id,caller_msisdn,callee_msisdn,start_time,duration_sec,cell_tower_id,tower_lat,tower_lng,call_type
CDR-0079754,9926676797,9135327874,2026-02-16T16:54:56,0,TWR-BLR-151,13.016878,77.671465,sms
CDR-0017833,9338766136,9291735734,2025-10-13T07:24:18,0,TWR-HUB-270,15.33653,75.064127,sms
CDR-0108251,7892544809,9111422486,2025-08-18T13:55:55,123,TWR-MYS-338,12.322401,76.678229,voice
CDR-0109099,7197013003,6813982019,2025-06-27T03:42:23,275,TWR-CHI-225,13.312176,75.772942,voice
CDR-0035203,9786041985,9981758514,2025-12-12T04:40:00,0,TWR-MAN-320,12.944202,74.811112,sms
CDR-0000997,9156316085,9142947723,2025-07-10T04:56:13,32,TWR-BLR-127,12.975951,77.608853,voice
CDR-0089799,9522498407,9242910591,2025-06-21T14:25:18,190,TWR-BLR-129,12.919316,77.542295,voice
CDR-0076757,9455674752,9652228882,2025-07-14T04:13:58,95,TWR-BLR-122,13.022318,77.641425,voice
CDR-0013783,9472791295,9123348111,2026-05-28T10:53:47,70,TWR-BID-208,17.992648,77.530525,voice
CDR-0106121,9224564289,6092930549,2026-01-23T15:59:27,131,TWR-HUB-280,15.386448,75.099241,voice
CDR-0000911,9156316085,9676041175,2026-03-26T12:46:04,0,TWR-BLR-127,12.975951,77.608853,sms
CDR-0054333,9158769487,9880459645,2025-06-20T08:17:00,123,TWR-BLR-129,12.919316,77.542295,voice
CDR-0051404,9882278475,7040158195,2025-09-17T18:16:00,0,TWR-BLR-088,12.987427,77.624494,sms
CDR-0114190,9216418489,9128955855,2026-05-24T16:45:26,15,TWR-YAD-394,16.710817,77.095996,voice
CDR-0038565,9112401446,9280660051,2025-09-04T00:25:25,0,TWR-BLR-181,12.978478,77.540166,sms
CDR-0012312,6650813392,9285496243,2025-12-11T15:45:21,0,TWR-DAV-247,14.368665,75.91244,sms
CDR-0111368,9568273650,9538794859,2026-06-02T10:11:33,296,TWR-BAG-000,16.198052,75.655913,voice
CDR-0023359,9379297200,9450362967,2025-11-17T18:20:45,0,TWR-TUM-366,13.373701,77.035596,sms
CDR-0119907,9393578384,9766775022,2026-01-29T18:23:07,200,TWR-BLR-183,12.894646,77.64991,voice
CDR-0077099,9109706341,8862043168,2025-06-20T12:03:04,0,TWR-CHI-228,13.396076,75.715048,sms
CDR-0070522,9246616213,9792390315,2026-05-30T06:53:52,22,TWR-TUM-371,13.355068,77.131132,voice
CDR-0094575,6795964552,9683625583,2025-07-12T06:34:45,41,TWR-UTT-382,14.774181,74.757899,voice
CDR-0004622,9339270453,9272357016,2025-12-28T17:37:12,157,TWR-TUM-372,13.412613,77.222532,voice
CDR-0040210,9794907081,9870896198,2026-05-28T00:04:47,5,TWR-BLR-120,13.031247,77.642579,voice
CDR-0026467,9468736388,9101803386,2025-08-01T06:34:50,5,TWR-BEL-022,15.814625,74.547848,voice
CDR-0040560,9828932998,9223748335,2026-03-30T22:27:51,5,TWR-DAK-240,12.886369,75.221263,voice
CDR-0000807,9826600539,9826600539,2026-05-21T13:51:12,137,TWR-CHI-235,14.169035,76.351327,voice
CDR-0003790,8767913769,8405601936,2025-09-09T09:17:50,313,TWR-BAG-001,16.214556,75.738352,voice
CDR-0057079,9558548020,6370827350,2025-09-15T20:31:46,859,TWR-CHI-233,14.305845,76.351869,data
CDR-0056913,9649009839,7946961116,2026-05-07T08:19:04,94,TWR-BLR-161,13.046464,77.587346,voice
CDR-0063395,9859247723,7334580985,2025-06-10T20:27:23,353,TWR-MYS-331,12.311005,76.610051,voice
CDR-0071650,9596983285,9238841866,2026-01-24T14:00:50,0,TWR-BLR-084,12.99629,77.511529,sms
CDR-0109441,8609481325,9970941030,2025-07-08T04:49:32,7,TWR-CHI-225,13.312176,75.772942,voice
CDR-0039389,9260910684,7250489522,2026-04-30T21:25:14,0,TWR-HAV-267,14.819584,75.366218,sms
CDR-0031008,9519872338,9909882438,2026-06-04T03:27:28,188,TWR-BLR-148,13.028577,77.564442,voice
CDR-0028489,9342831183,7454568236,2025-12-17T12:03:50,634,TWR-UDU-375,13.312241,74.81828,voice
CDR-0119960,9966283038,8385687837,2026-02-04T13:59:09,0,TWR-MYS-328,12.269352,76.705124,sms
CDR-0009020,9813872376,9584795232,2026-02-01T09:44:38,191,TWR-BAG-002,16.115578,75.719791,voice
CDR-0062717,9834921189,6285043914,2026-04-03T02:35:18,1820,TWR-KOP-299,15.228822,76.093127,data
CDR-0001014,9142947723,9156316085,2026-01-29T13:52:04,40,TWR-BLR-120,13.031247,77.642579,voice
CDR-0055531,9762237494,9493843852,2025-09-28T20:32:41,304,TWR-BLR-085,12.991045,77.585691,voice
CDR-0001198,9297806421,9605605164,2026-05-22T06:30:20,266,TWR-BLR-148,13.028577,77.564442,voice
CDR-0082925,9406617182,9112224179,2026-02-05T22:48:36,0,TWR-MAN-326,12.838015,74.965095,sms
CDR-0115725,9899925830,7632307687,2026-06-02T03:01:29,134,TWR-KOP-301,15.25692,76.120478,voice
CDR-0010156,7074897596,9583019272,2025-10-20T02:55:19,40,TWR-MAN-306,12.400223,76.944053,voice
CDR-0089556,6841683149,9474976785,2026-05-25T15:01:06,100,TWR-BAG-006,16.148794,75.658551,voice
CDR-0090777,9094131320,7474465418,2026-03-08T20:27:44,5,TWR-UDU-375,13.312241,74.81828,voice
CDR-0117140,9939225097,9704013500,2025-06-28T04:46:16,0,TWR-BLR-161,13.046464,77.587346,sms
CDR-0077859,9992495347,9824043353,2025-10-15T19:11:34,289,TWR-MAN-322,12.963457,74.938917,voice
CDR-0119228,6457205571,9249284508,2025-08-19T12:31:30,54,TWR-CHI-217,13.446966,77.734547,voice
CDR-0093031,6402958889,9678544184,2026-02-10T02:33:34,0,TWR-KOL-297,13.113306,78.165559,sms
CDR-0109134,9648781331,9105105597,2025-12-14T04:16:50,118,TWR-BLR-091,12.939883,77.574727,voice
CDR-0016469,9919094911,9299955343,2025-09-23T06:29:13,164,TWR-MAN-313,12.921211,74.799188,voice
CDR-0101643,7242516801,6906984815,2026-05-16T19:30:35,86,TWR-BID-207,17.946747,77.591143,voice
CDR-0117910,9301118659,6790555328,2026-02-27T04:27:37,435,TWR-BLR-061,12.964178,77.620133,voice
CDR-0102086,9778776987,9286412222,2026-05-22T13:03:16,2412,TWR-BLR-082,13.007685,77.589174,data
CDR-0082155,7208981184,7648011672,2025-11-14T00:30:04,160,TWR-CHA-211,11.878955,76.919334,voice
CDR-0048647,9723395636,9463779596,2025-12-14T14:56:46,0,TWR-KOL-293,13.096958,78.198342,sms
CDR-0050090,9320427287,9381732692,2025-08-11T05:11:59,88,TWR-BLR-132,13.010612,77.591533,voice
CDR-0016321,6219440321,6857474414,2026-05-03T23:18:16,522,TWR-RAM-352,12.814657,77.248773,voice
CDR-0108503,8147976276,8876007582,2026-05-09T15:23:40,477,TWR-MAN-313,12.921211,74.799188,voice
CDR-0029607,9478290695,8938219996,2025-08-06T14:08:24,0,TWR-BLR-052,12.988586,77.623931,sms
CDR-0028156,8747510388,9868063311,2025-12-31T17:17:56,0,TWR-BEL-019,15.807606,74.431442,sms
CDR-0018779,9913875512,9220471045,2025-08-19T16:13:08,444,TWR-BLR-059,12.916295,77.614508,voice
CDR-0019690,9549172482,9674806391,2026-03-25T06:18:01,0,TWR-MAN-326,12.838015,74.965095,sms
CDR-0096487,9504694555,9545526245,2025-09-06T05:41:40,258,TWR-CHI-223,13.429489,77.734131,data
CDR-0073235,9378477275,9915314833,2025-09-02T06:09:52,111,TWR-MYS-337,12.316861,76.585464,voice
CDR-0028181,9156629466,9589701997,2025-08-03T23:35:50,0,TWR-BLR-066,12.961803,77.651471,sms
CDR-0010436,7599328411,9169560772,2025-07-06T10:15:19,1339,TWR-BAG-005,16.144111,75.670579,data
CDR-0008383,9981459298,6276637253,2026-06-08T19:52:23,16,TWR-BLR-099,13.032152,77.598145,voice
CDR-0098916,9265190390,9517205351,2026-01-06T15:07:44,18,TWR-BLR-104,12.881524,77.574272,voice
CDR-0093283,9787181489,7662959926,2026-01-21T17:00:28,0,TWR-BLR-129,12.919316,77.542295,sms
CDR-0015655,9365681163,6475047798,2026-05-02T18:29:22,1043,TWR-HAS-258,13.055433,76.096892,voice
CDR-0083378,9230309568,9453210164,2025-11-12T00:26:34,0,TWR-SHI-362,13.928953,75.580072,sms
CDR-0056000,9983406099,9974974909,2025-09-25T18:38:14,0,TWR-GAD-253,15.392787,75.666159,sms
CDR-0086573,9754764917,9497017480,2025-10-13T23:35:04,147,TWR-VIJ-387,16.877726,75.770854,voice
CDR-0001073,9156316085,9142947723,2025-08-24T07:44:40,289,TWR-BLR-127,12.975951,77.608853,voice
CDR-0056724,9787181489,9683488219,2025-09-28T12:25:05,361,TWR-BLR-180,13.017771,77.515287,voice
CDR-0118244,9380819220,9505292975,2025-11-17T21:19:20,114,TWR-BLR-155,13.011147,77.613101,voice
CDR-0037612,9147995525,9585410292,2026-05-12T17:15:22,364,TWR-BLR-143,12.963482,77.614892,voice
CDR-0112554,7207481257,9966408284,2026-04-10T22:08:06,2089,TWR-HUB-286,15.407141,75.072062,data
CDR-0090595,9763171209,9272174805,2025-08-09T21:27:21,282,TWR-BLR-065,12.986047,77.590554,voice
CDR-0026057,9751915501,9824749498,2025-11-30T14:38:13,485,TWR-BLR-133,13.000667,77.61181,voice
CDR-0066853,9488715551,9977184695,2025-11-24T08:59:17,0,TWR-HAV-269,14.783158,75.413172,sms
CDR-0003793,9683212942,9937285681,2026-03-06T10:25:39,2120,TWR-SHI-365,13.969306,75.561558,data
CDR-0081702,9242805616,9495300860,2025-09-16T13:40:49,0,TWR-HUB-279,15.408972,75.208703,sms
CDR-0066571,9520635794,9826679491,2025-07-15T22:09:18,0,TWR-GAD-257,15.454609,75.648079,sms
CDR-0109064,9653412809,9196636869,2026-06-02T08:03:15,30,TWR-KAL-292,17.337742,76.783175,voice
CDR-0000872,9142947723,9484530509,2025-07-19T09:42:58,0,TWR-BLR-087,12.969883,77.618616,sms
CDR-0114914,9641561537,9592771769,2026-04-14T22:58:38,5,TWR-RAI-349,16.162286,77.448051,voice
CDR-0063021,9901986667,9522498407,2026-01-09T08:09:44,196,TWR-BLR-068,12.949973,77.585,voice
CDR-0067540,9880459645,6372278081,2026-04-28T03:33:42,56,TWR-UTT-384,14.775704,74.731915,voice
CDR-0057282,9307348733,9172437677,2026-03-30T16:25:20,184,TWR-BLR-171,12.941823,77.542572,voice
CDR-0015706,9777912164,9688544314,2025-07-18T03:37:47,956,TWR-BID-205,17.956393,77.471333,data
CDR-0030044,9669804451,9239590404,2025-11-23T12:16:59,50,TWR-MYS-337,12.316861,76.585464,voice
CDR-0100545,9466945733,8906801148,2025-10-26T12:02:28,202,TWR-HUB-272,15.344677,75.125518,voice
CDR-0097028,9154027482,9927982963,2026-05-12T02:17:23,57,TWR-VIJ-389,16.806067,75.690549,voice
CDR-0112956,9717488556,9273603528,2025-07-03T01:13:58,0,TWR-CHA-211,11.878955,76.919334,sms
CDR-0084884,9381514149,7394498522,2025-06-25T23:45:55,0,TWR-BAG-006,16.148794,75.658551,sms
CDR-0015143,9338459228,9177509740,2025-12-21T08:19:41,270,TWR-BLR-162,12.981189,77.711102,voice
CDR-0111238,6095536190,9971954983,2026-04-15T07:48:18,0,TWR-GAD-255,15.461198,75.606196,sms
CDR-0048195,9266684361,8405601936,2026-05-13T08:39:31,41,TWR-DAK-241,12.890731,75.311126,voice
CDR-0000149,9126855092,9461895314,2026-04-19T13:24:55,6,TWR-MAN-319,12.879567,74.916361,voice
CDR-0117120,9985992072,8371699320,2025-09-03T03:23:46,0,TWR-UTT-382,14.774181,74.757899,sms
CDR-0095453,9709804832,9387952627,2025-11-01T07:21:22,0,TWR-HAV-269,14.783158,75.413172,sms
CDR-0012915,9504469169,9866606437,2026-04-21T18:34:33,244,TWR-BAL-011,15.175738,76.913665,voice
CDR-0106919,9567144469,9896381461,2025-10-15T01:04:07,0,TWR-BLR-062,13.030271,77.620789,sms
CDR-0034115,9455264513,9384716113,2026-03-19T12:16:28,0,TWR-BLR-180,13.017771,77.515287,sms
CDR-0094547,9958729766,9769760220,2026-03-11T14:44:54,0,TWR-CHI-224,13.450783,77.675077,sms
CDR-0113827,9613058367,9822514635,2025-10-26T18:26:40,0,TWR-BID-208,17.992648,77.530525,sms
CDR-0109676,7859781726,9914066221,2025-10-01T17:04:29,51,TWR-HAS-258,13.055433,76.096892,voice
CDR-0023344,9217775434,9966690996,2025-10-11T03:58:37,0,TWR-CHI-223,13.429489,77.734131,sms
CDR-0097739,7334876967,9247788656,2026-02-24T00:33:18,0,TWR-CHI-229,13.376224,75.700029,sms
CDR-0060046,9526914898,9260610898,2025-08-19T20:10:49,0,TWR-MYS-337,12.316861,76.585464,sms
CDR-0112648,9576013204,9281720193,2025-06-12T04:45:08,0,TWR-UTT-383,14.771751,74.687623,sms
CDR-0088830,8327285246,8924853110,2026-03-16T01:12:14,22,TWR-HAS-262,12.938181,76.074781,voice
CDR-0059671,9123993515,9528618313,2026-04-21T16:18:37,527,TWR-BID-209,17.891139,77.540872,voice
CDR-0043757,9440899432,9803299628,2026-01-27T11:28:22,0,TWR-MAN-315,12.835461,74.8546,sms
CDR-0000366,9152957161,9734036506,2025-07-09T21:09:25,63,TWR-SHI-363,13.992531,75.570789,voice
CDR-0062127,7071598115,9555354389,2026-01-04T10:16:01,564,TWR-CHI-229,13.376224,75.700029,voice
CDR-0116697,9236874930,9454192703,2025-09-03T08:09:25,0,TWR-BLR-088,12.987427,77.624494,sms
CDR-0087616,9921702395,9575176606,2025-12-16T18:45:20,68,TWR-BLR-110,13.035185,77.606764,voice
CDR-0000843,9826600539,9826600539,2025-11-28T10:48:37,0,TWR-CHI-235,14.169035,76.351327,sms
CDR-0032542,9762592902,9755089980,2025-06-11T23:58:51,452,TWR-BLR-177,12.947658,77.497028,voice
CDR-0079193,9763909090,9294844918,2025-06-15T03:27:14,0,TWR-UDU-377,13.295281,74.766847,sms
CDR-0055994,9162478540,9604141139,2025-10-27T05:01:07,280,TWR-BLR-100,12.951426,77.654211,voice
CDR-0024991,9505423443,9134754546,2025-07-22T06:10:21,464,TWR-BLR-064,12.935215,77.559698,voice
CDR-0118013,9889175184,6035078211,2026-01-24T19:29:12,474,TWR-CHA-215,11.958491,76.964064,voice
CDR-0006602,9821043358,9533191735,2025-09-02T15:02:18,297,TWR-CHI-226,13.272392,75.806836,voice
CDR-0010016,7505353435,9546132787,2026-03-02T00:08:10,0,TWR-BAG-001,16.214556,75.738352,sms
CDR-0109970,9508157429,9244417591,2025-11-18T19:42:02,53,TWR-BLR-037,12.99383,77.564954,voice
CDR-0118118,9318496865,6559246326,2025-09-23T06:22:28,157,TWR-KOP-301,15.25692,76.120478,voice
CDR-0110810,9340164071,8297146547,2025-12-21T02:34:20,253,TWR-MAN-306,12.400223,76.944053,voice
CDR-0110328,7377809254,9948148307,2025-07-02T21:19:23,18,TWR-GAD-252,15.416242,75.641306,voice
CDR-0098249,7090715600,9315773900,2025-08-07T04:28:31,196,TWR-UTT-382,14.774181,74.757899,voice
CDR-0059434,9954851585,9753588713,2025-07-05T12:18:38,0,TWR-BLR-080,12.896282,77.646379,sms
CDR-0079165,9767797052,9133995059,2026-06-05T02:04:01,0,TWR-BID-203,17.899609,77.502223,sms
CDR-0017656,9961188254,9166630269,2025-06-16T03:23:19,0,TWR-BLR-119,12.9872,77.603525,sms
CDR-0000592,9379852046,9339670711,2025-06-16T18:26:03,0,TWR-CHI-219,13.449006,77.678375,sms
CDR-0054743,9773704101,9319980369,2026-02-22T03:39:36,1931,TWR-BLR-126,13.017879,77.610814,data
CDR-0105588,9751989782,9214192770,2026-01-01T21:50:52,259,TWR-CHI-237,14.186086,76.363636,voice
CDR-0057683,8301403301,9883806173,2025-11-17T05:04:52,122,TWR-UDU-375,13.312241,74.81828,voice
CDR-0104702,9236866367,7716054783,2025-12-19T16:00:46,1091,TWR-MYS-338,12.322401,76.678229,data
CDR-0071117,9425592692,9630127661,2025-11-04T13:00:47,175,TWR-MAN-318,12.926711,74.805427,voice
CDR-0085416,9366018799,9561188459,2025-09-13T02:38:41,0,TWR-BAG-000,16.198052,75.655913,sms
CDR-0010854,9609692301,7117993869,2026-06-05T11:54:03,300,TWR-SHI-361,13.928911,75.558665,voice
CDR-0113239,9859369325,8977405246,2025-09-23T21:16:14,5,TWR-BLR-129,12.919316,77.542295,voice
CDR-0069806,9495828745,9221361833,2025-11-24T19:19:31,0,TWR-BLR-063,13.033631,77.505511,sms
CDR-0064544,9116155898,7916685950,2026-05-26T09:45:43,0,TWR-UDU-374,13.303945,74.664099,sms
CDR-0065796,9732027004,9104809808,2025-10-18T08:32:45,0,TWR-CHI-228,13.396076,75.715048,sms
CDR-0044162,9627040615,9997787365,2025-09-07T11:09:21,541,TWR-GAD-254,15.465966,75.688843,data
CDR-0000436,9834196203,9379852046,2026-02-28T18:03:24,437,TWR-CHI-220,13.456201,77.7242,voice
CDR-0057817,9944633580,9147420071,2026-01-27T00:26:21,34,TWR-MAN-317,12.929531,74.929128,voice
CDR-0017400,9315268059,9825791754,2026-05-09T21:49:31,0,TWR-BAL-013,15.088606,76.876999,sms
CDR-0084138,7981021651,9760116135,2026-04-04T14:46:50,148,TWR-HUB-272,15.344677,75.125518,voice
CDR-0050759,9837565594,9753588713,2025-11-17T08:56:58,279,TWR-BLR-069,12.951473,77.594827,voice
CDR-0100713,9460930772,9388561282,2025-07-24T18:39:48,87,TWR-UTT-382,14.774181,74.757899,voice
CDR-0025243,9158358754,9154816204,2025-10-02T10:06:59,144,TWR-CHA-213,11.973435,76.908868,voice
CDR-0050367,9367764442,9603995886,2026-02-22T21:25:33,393,TWR-BLR-161,13.046464,77.587346,voice
CDR-0014161,9491729809,9368835390,2026-02-11T00:03:19,284,TWR-BLR-032,13.074733,77.56633,data
CDR-0080896,9771106793,9523429022,2025-11-16T03:04:48,338,TWR-BLRR-186,13.230921,77.625326,voice
CDR-0077716,7543297190,9335777468,2026-04-08T02:05:50,13,TWR-MAN-305,12.420469,76.930491,voice
CDR-0088281,9225458204,9970679922,2025-06-20T02:55:49,386,TWR-BLR-141,13.035643,77.601464,voice
CDR-0073793,6362174263,9805789175,2026-02-14T18:42:53,155,TWR-RAI-348,16.202488,77.372604,voice
CDR-0046053,9502617634,9348301263,2026-03-27T10:59:53,0,TWR-BLR-119,12.9872,77.603525,sms
CDR-0037581,9718452187,9271692946,2025-09-18T03:07:30,0,TWR-MAN-307,12.550007,76.937135,sms
CDR-0093867,9992057089,9580785051,2025-07-28T12:44:48,0,TWR-KOL-294,13.191408,78.15316,sms
CDR-0107849,7449280539,9279957283,2026-02-14T00:57:12,0,TWR-BAG-001,16.214556,75.738352,sms
CDR-0040141,9334375720,9521370293,2025-12-24T19:24:19,0,TWR-BLRR-200,13.250718,77.624412,sms
CDR-0057169,7672628006,9828533484,2026-03-03T12:20:17,0,TWR-KOL-294,13.191408,78.15316,sms
CDR-0041840,7152248883,9301495742,2025-08-10T14:12:54,0,TWR-UTT-383,14.771751,74.687623,sms
CDR-0099801,9599382684,9981726142,2025-12-20T14:45:30,431,TWR-HUB-286,15.407141,75.072062,voice
CDR-0078402,9406528093,9909888647,2026-03-23T21:20:18,200,TWR-CHI-230,13.354834,75.759417,voice
CDR-0113800,9623398913,8331830673,2025-12-05T21:59:51,100,TWR-MAN-307,12.550007,76.937135,voice
CDR-0092428,9495828745,9270097333,2025-08-07T23:15:09,144,TWR-BLR-171,12.941823,77.542572,voice
CDR-0111230,9357844584,9246775257,2026-01-17T01:53:04,117,TWR-UTT-384,14.775704,74.731915,voice
CDR-0027710,9769786112,9259277458,2026-06-09T14:46:16,2821,TWR-BLR-072,13.032817,77.627191,data
